order_id,order_date,ship_date,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority,year,delivery_days,profit_status,month
MX-2012-123764,2012-12-05,2012-12-09,Standard Class,dana kaydos,consumer,distrito federal,mexico,latam,north,FUR-CH-10000430,furniture,chairs,"safco rocking chair, set of two",366,5,0.2,41.06,30.36,medium,2012,4,profit,December
MX-2012-111976,2012-12-05,2012-12-06,First Class,anna andreadi,consumer,santo domingo,dominican republic,latam,caribbean,OFF-AR-10003123,office supplies,art,"boston canvas, easy-erase",115,4,0.2,40.208,28.99,high,2012,1,profit,December
CA-2012-134943,2012-12-05,2012-12-06,First Class,stephanie ulpright,home office,michigan,united states,us,central,OFF-BI-10000666,office supplies,binders,surelock post binders,153,5,0.0,76.4,21.87,medium,2012,1,profit,December
IN-2012-18763,2012-12-05,2012-12-09,Standard Class,noah childs,corporate,perak,malaysia,apac,southeast asia,TEC-MA-10002029,technology,machines,"startech receipt printer, durable",221,2,0.0,57.54,17.13,medium,2012,4,profit,December
ES-2012-4681472,2012-12-05,2012-12-09,Standard Class,matt collister,corporate,lorraine,france,eu,central,OFF-SU-10002094,office supplies,supplies,"acme letter opener, steel",355,12,0.0,145.44,16.35,medium,2012,4,profit,December
IN-2012-57823,2012-12-05,2012-12-10,Standard Class,corey roper,home office,maharashtra,india,apac,central asia,FUR-BO-10000071,furniture,bookcases,"safco 3-shelf cabinet, metal",168,1,0.0,79.08,14.76,high,2012,5,profit,December
ES-2012-5259635,2012-12-05,2012-12-08,Second Class,neil knudson,home office,hamburg,germany,eu,central,OFF-BI-10000542,office supplies,binders,"wilson jones 3-hole punch, durable",147,5,0.0,30.9,14.51,high,2012,3,profit,December
ES-2012-4335676,2012-12-05,2012-12-11,Standard Class,john grady,corporate,lombardy,italy,eu,south,FUR-FU-10003325,furniture,furnishings,"tenex door stop, duo pack",264,6,0.0,118.62,14.14,medium,2012,6,profit,December
MX-2012-123764,2012-12-05,2012-12-09,Standard Class,dana kaydos,consumer,distrito federal,mexico,latam,north,FUR-CH-10003844,furniture,chairs,"office star rocking chair, black",295,4,0.2,25.824,13.44,medium,2012,4,profit,December
IN-2012-57823,2012-12-05,2012-12-10,Standard Class,corey roper,home office,maharashtra,india,apac,central asia,OFF-SU-10003651,office supplies,supplies,"elite ruler, serrated",95,9,0.0,10.26,11.99,high,2012,5,profit,December
CA-2012-142937,2012-12-05,2012-12-06,First Class,sandra flanagan,consumer,texas,united states,us,central,OFF-AR-10003582,office supplies,art,"boston electric pencil sharpener, model 1818, charcoal black",45,2,0.2,4.504,10.64,medium,2012,1,profit,December
IN-2012-31762,2012-12-05,2012-12-10,Standard Class,jonathan doherty,corporate,rajasthan,india,apac,central asia,OFF-BI-10000328,office supplies,binders,"acco binding machine, clear",101,2,0.0,35.34,8.65,medium,2012,5,profit,December
US-2012-131842,2012-12-05,2012-12-08,First Class,rick reed,corporate,tennessee,united states,us,south,FUR-CH-10004477,furniture,chairs,"global push button manager's chair, indigo",97,2,0.2,10.9602,7.34,medium,2012,3,profit,December
MX-2012-136385,2012-12-05,2012-12-11,Standard Class,michelle moray,consumer,parana,brazil,latam,south,FUR-FU-10002485,furniture,furnishings,"rubbermaid photo frame, duo pack",138,4,0.0,44.16,6.47,medium,2012,6,profit,December
CA-2012-110814,2012-12-05,2012-12-09,Second Class,brian derr,consumer,new york,united states,us,east,FUR-CH-10003535,furniture,chairs,"global armless task chair, royal blue",165,3,0.1,12.8058,5.49,medium,2012,4,profit,December
ES-2012-4306010,2012-12-05,2012-12-09,Standard Class,ivan gibson,consumer,england,united kingdom,eu,north,OFF-AR-10001898,office supplies,art,"binney & smith pencil sharpener, fluorescent",53,2,0.0,2.1,5.37,medium,2012,4,profit,December
ES-2012-4306010,2012-12-05,2012-12-09,Standard Class,ivan gibson,consumer,england,united kingdom,eu,north,OFF-AR-10001190,office supplies,art,"boston canvas, easy-erase",162,3,0.0,37.17,5.17,medium,2012,4,profit,December
MX-2012-152310,2012-12-05,2012-12-10,Standard Class,maxwell schwartz,consumer,ceará,brazil,latam,south,OFF-BI-10003472,office supplies,binders,"cardinal index tab, clear",48,10,0.0,22.2,5.15,medium,2012,5,profit,December
CA-2012-101091,2012-12-05,2012-12-09,Second Class,scot wooten,consumer,pennsylvania,united states,us,east,TEC-AC-10003280,technology,accessories,belkin f8e887 usb wired ergonomic keyboard,48,2,0.2,0.5998,4.7,high,2012,4,profit,December
ID-2012-41702,2012-12-05,2012-12-09,Standard Class,matt hagelstein,corporate,jawa tengah,indonesia,apac,southeast asia,OFF-PA-10000070,office supplies,paper,"eaton computer printout paper, recycled",42,3,0.47,-11.9286,4.14,high,2012,4,loss,December
CA-2012-156440,2012-12-05,2012-12-09,Standard Class,matt hagelstein,corporate,california,united states,us,west,FUR-FU-10004090,furniture,furnishings,"executive impressions 14"" contract wall clock",44,2,0.0,14.6718,3.92,high,2012,4,profit,December
IN-2012-49220,2012-12-05,2012-12-07,Second Class,bryan spruell,home office,new south wales,australia,apac,oceania,OFF-BI-10003806,office supplies,binders,"avery index tab, clear",11,2,0.1,4.794,3.71,critical,2012,2,profit,December
IN-2012-18763,2012-12-05,2012-12-09,Standard Class,noah childs,corporate,perak,malaysia,apac,southeast asia,OFF-ST-10003274,office supplies,storage,"eldon box, wire frame",56,6,0.0,12.24,3.23,medium,2012,4,profit,December
CA-2012-101091,2012-12-05,2012-12-09,Second Class,scot wooten,consumer,pennsylvania,united states,us,east,OFF-BI-10001107,office supplies,binders,"gbc white gloss covers, plain front",26,6,0.7,-19.9824,3.15,high,2012,4,loss,December
CA-2012-149566,2012-12-05,2012-12-10,Standard Class,george bell,corporate,california,united states,us,west,TEC-AC-10001266,technology,accessories,memorex micro travel drive 8 gb,39,3,0.0,17.55,3.15,medium,2012,5,profit,December
ES-2012-4681472,2012-12-05,2012-12-09,Standard Class,matt collister,corporate,lorraine,france,eu,central,OFF-ST-10002042,office supplies,storage,"fellowes folders, industrial",48,2,0.1,6.984,3.1,medium,2012,4,profit,December
MX-2012-111976,2012-12-05,2012-12-06,First Class,anna andreadi,consumer,santo domingo,dominican republic,latam,caribbean,OFF-LA-10001800,office supplies,labels,"hon shipping labels, laser printer compatible",12,2,0.2,-1.992,2.96,high,2012,1,loss,December
ES-2012-4335676,2012-12-05,2012-12-11,Standard Class,john grady,corporate,lombardy,italy,eu,south,OFF-ST-10000020,office supplies,storage,"fellowes folders, single width",48,3,0.4,0.774,2.75,medium,2012,6,profit,December
CA-2012-117898,2012-12-05,2012-12-11,Standard Class,tim brockman,consumer,illinois,united states,us,central,OFF-EN-10004459,office supplies,envelopes,security-tint envelopes,12,2,0.2,4.4312,2.23,low,2012,6,profit,December
ES-2012-4335676,2012-12-05,2012-12-11,Standard Class,john grady,corporate,lombardy,italy,eu,south,OFF-AR-10003658,office supplies,art,"boston markers, water color",89,3,0.0,0.0,2.22,medium,2012,6,loss,December
MX-2012-136385,2012-12-05,2012-12-11,Standard Class,michelle moray,consumer,parana,brazil,latam,south,OFF-PA-10000994,office supplies,paper,"enermax message books, 8.5 x 11",18,1,0.0,7.1,2.11,medium,2012,6,profit,December
CA-2012-110814,2012-12-05,2012-12-09,Second Class,brian derr,consumer,new york,united states,us,east,OFF-PA-10004156,office supplies,paper,xerox 188,23,2,0.0,11.1132,2.06,medium,2012,4,profit,December
IN-2012-49220,2012-12-05,2012-12-07,Second Class,bryan spruell,home office,new south wales,australia,apac,oceania,OFF-FA-10001309,office supplies,fasteners,"stockwell thumb tacks, 12 pack",23,2,0.1,2.226,0.93,critical,2012,2,profit,December
ES-2012-4306010,2012-12-05,2012-12-09,Standard Class,ivan gibson,consumer,england,united kingdom,eu,north,OFF-BI-10003763,office supplies,binders,"ibico index tab, economy",21,2,0.0,7.02,0.78,medium,2012,4,profit,December
CA-2012-149566,2012-12-05,2012-12-10,Standard Class,george bell,corporate,california,united states,us,west,OFF-LA-10000452,office supplies,labels,avery 488,13,4,0.0,6.048,0.48,medium,2012,5,profit,December
MX-2012-164791,2012-12-06,2012-12-08,First Class,paul van hugh,home office,são paulo,brazil,latam,south,TEC-AC-10000376,technology,accessories,"memorex router, bluetooth","2,298",14,0.0,988.12,483.26,high,2012,2,profit,December
RO-2012-9480,2012-12-06,2012-12-06,Same Day,speros goranitis,consumer,neamt,romania,emea,emea,TEC-HEW-10003460,technology,copiers,"hewlett fax and copier, color","1,554",8,0.0,341.76,366.58,high,2012,0,profit,December
CA-2012-156104,2012-12-06,2012-12-08,Second Class,nora pelletier,home office,indiana,united states,us,central,TEC-CO-10002095,technology,copiers,hewlett packard 610 color digital copier / printer,"1,000",2,0.0,449.991,334.26,critical,2012,2,profit,December
US-2012-127040,2012-12-06,2012-12-10,Standard Class,speros goranitis,consumer,new york,united states,us,east,TEC-AC-10002637,technology,accessories,logitech vx revolution cordless laser mouse for notebooks (black),"1,620",9,0.0,97.1946,223.31,high,2012,4,profit,December
US-2012-114741,2012-12-06,2012-12-10,Standard Class,ivan liston,consumer,nevada,united states,us,west,OFF-ST-10000078,office supplies,storage,tennsco 6- and 18-compartment lockers,"1,326",5,0.0,238.653,136.24,high,2012,4,profit,December
CA-2012-131884,2012-12-06,2012-12-06,Same Day,dennis kane,consumer,ohio,united states,us,east,TEC-PH-10001578,technology,phones,polycom soundstation2 ex conference phone,486,2,0.4,-89.089,122.2,high,2012,0,loss,December
IN-2012-77773,2012-12-06,2012-12-10,Standard Class,max engle,consumer,bihar,india,apac,central asia,FUR-BO-10004541,furniture,bookcases,"dania library with doors, mobile",365,1,0.0,62.01,63.15,high,2012,4,profit,December
IZ-2012-2360,2012-12-06,2012-12-12,Standard Class,mike caudle,corporate,baghdad,iraq,emea,emea,TEC-SHA-10001231,technology,copiers,"sharp wireless fax, color",357,1,0.0,117.9,30.42,medium,2012,6,profit,December
CA-2012-144806,2012-12-06,2012-12-11,Standard Class,gary hwang,consumer,arizona,united states,us,west,OFF-ST-10004804,office supplies,storage,"belkin 19"" vented equipment shelf, black",247,6,0.2,-58.6872,25.61,medium,2012,5,loss,December
IN-2012-66153,2012-12-06,2012-12-08,Second Class,andrew roberts,consumer,queensland,australia,apac,oceania,OFF-ST-10000546,office supplies,storage,"tenex lockers, wire frame",183,1,0.1,69.078,18.31,high,2012,2,profit,December
CA-2012-144806,2012-12-06,2012-12-11,Standard Class,gary hwang,consumer,arizona,united states,us,west,FUR-FU-10002253,furniture,furnishings,"howard miller 13"" diameter pewter finish round wall clock",206,6,0.2,48.9516,16.35,medium,2012,5,profit,December
CA-2012-131884,2012-12-06,2012-12-06,Same Day,dennis kane,consumer,ohio,united states,us,east,FUR-CH-10004860,furniture,chairs,global low back tilter chair,71,1,0.3,-24.2352,15.15,high,2012,0,loss,December
CA-2012-144806,2012-12-06,2012-12-11,Standard Class,gary hwang,consumer,arizona,united states,us,west,OFF-PA-10003039,office supplies,paper,xerox 1960,198,8,0.2,61.96,14.54,medium,2012,5,profit,December
CA-2012-131884,2012-12-06,2012-12-06,Same Day,dennis kane,consumer,ohio,united states,us,east,OFF-AR-10004078,office supplies,art,newell 312,37,8,0.2,4.672,12.65,high,2012,0,profit,December
NI-2012-8070,2012-12-06,2012-12-11,Standard Class,emily ducich,home office,zamfara,nigeria,africa,africa,OFF-ROG-10000191,office supplies,storage,"rogers lockers, wire frame",63,1,0.7,-94.833,10.72,high,2012,5,loss,December
SF-2012-1460,2012-12-06,2012-12-12,Standard Class,katherine nockton,corporate,gauteng,south africa,africa,africa,OFF-AVE-10004909,office supplies,binders,"avery 3-hole punch, durable",117,4,0.0,41.04,10.44,low,2012,6,profit,December
CA-2012-144806,2012-12-06,2012-12-11,Standard Class,gary hwang,consumer,arizona,united states,us,west,OFF-AR-10004042,office supplies,art,"boston model 1800 electric pencil sharpeners, putty/woodgrain",86,6,0.2,9.7092,8.88,medium,2012,5,profit,December
ES-2012-1536321,2012-12-06,2012-12-10,Standard Class,alan dominguez,home office,ile-de-france,france,eu,central,OFF-AR-10000833,office supplies,art,"binney & smith pencil sharpener, water color",90,3,0.0,20.52,7.5,medium,2012,4,profit,December
ES-2012-4193401,2012-12-06,2012-12-11,Standard Class,greg tran,consumer,england,united kingdom,eu,north,OFF-ST-10000288,office supplies,storage,"fellowes lockers, industrial",187,1,0.1,70.629,7.29,medium,2012,5,profit,December
CA-2012-153752,2012-12-06,2012-12-11,Second Class,rose o'brian,consumer,virginia,united states,us,south,TEC-PH-10001615,technology,phones,at&t cl82213,174,6,0.0,50.4426,6.95,medium,2012,5,profit,December
US-2012-127040,2012-12-06,2012-12-10,Standard Class,speros goranitis,consumer,new york,united states,us,east,OFF-PA-10001184,office supplies,paper,xerox 1903,42,7,0.0,20.5114,6.54,high,2012,4,profit,December
RS-2012-8830,2012-12-06,2012-12-09,Second Class,ben ferrer,home office,dagestan,russia,emea,emea,OFF-BIC-10004976,office supplies,art,"bic markers, water color",30,1,0.0,10.35,5.84,high,2012,3,profit,December
NI-2012-8070,2012-12-06,2012-12-11,Standard Class,emily ducich,home office,zamfara,nigeria,africa,africa,TEC-CIS-10001122,technology,phones,"cisco speaker phone, voip",42,1,0.7,-51.279,5.72,high,2012,5,loss,December
US-2012-127040,2012-12-06,2012-12-10,Standard Class,speros goranitis,consumer,new york,united states,us,east,FUR-FU-10002878,furniture,furnishings,"seth thomas 14"" day/date wall clock",114,4,0.0,42.1504,5.61,high,2012,4,profit,December
MX-2012-119571,2012-12-06,2012-12-10,Standard Class,liz carlisle,consumer,guatemala,guatemala,latam,central,FUR-FU-10001126,furniture,furnishings,"rubbermaid clock, erganomic",33,1,0.0,13.32,3.78,high,2012,4,profit,December
NI-2012-260,2012-12-06,2012-12-11,Standard Class,michael kennedy,corporate,niger,nigeria,africa,africa,TEC-NOK-10003034,technology,phones,"nokia speaker phone, full size",75,2,0.7,-124.476,3.28,medium,2012,5,loss,December
MX-2012-138023,2012-12-06,2012-12-12,Standard Class,clytie kelty,consumer,montevideo,uruguay,latam,south,OFF-FA-10000522,office supplies,fasteners,"stockwell thumb tacks, 12 pack",34,4,0.0,6.32,3.01,medium,2012,6,profit,December
IZ-2012-2360,2012-12-06,2012-12-12,Standard Class,mike caudle,corporate,baghdad,iraq,emea,emea,OFF-ACC-10002772,office supplies,binders,"acco index tab, economy",40,4,0.0,18.48,2.91,medium,2012,6,profit,December
CA-2012-166338,2012-12-06,2012-12-07,First Class,mike pelletier,home office,ohio,united states,us,east,OFF-BI-10002852,office supplies,binders,ibico standard transparent covers,15,3,0.7,-10.3824,2.8,high,2012,1,loss,December
NI-2012-8070,2012-12-06,2012-12-11,Standard Class,emily ducich,home office,zamfara,nigeria,africa,africa,OFF-FEL-10001792,office supplies,storage,"fellowes folders, wire frame",31,4,0.7,-44.916,2.32,high,2012,5,loss,December
CA-2012-144806,2012-12-06,2012-12-11,Standard Class,gary hwang,consumer,arizona,united states,us,west,OFF-PA-10002586,office supplies,paper,xerox 1970,20,5,0.2,6.723,2.1,medium,2012,5,profit,December
US-2012-114741,2012-12-06,2012-12-10,Standard Class,ivan liston,consumer,nevada,united states,us,west,OFF-LA-10004853,office supplies,labels,avery 483,15,3,0.0,6.8724,1.8,high,2012,4,profit,December
CA-2012-148628,2012-12-06,2012-12-11,Standard Class,katherine murray,home office,california,united states,us,west,OFF-PA-10003883,office supplies,paper,"message book, phone, wirebound standard line memo, 2 3/4"" x 5""",33,5,0.0,15.065,1.55,medium,2012,5,profit,December
ES-2012-4193401,2012-12-06,2012-12-11,Standard Class,greg tran,consumer,england,united kingdom,eu,north,OFF-AR-10003384,office supplies,art,"boston pens, water color",16,1,0.1,-0.18,1.34,medium,2012,5,loss,December
ES-2012-5505172,2012-12-06,2012-12-11,Standard Class,dave brooks,consumer,hovedstaden,denmark,eu,north,OFF-LA-10000508,office supplies,labels,"harbour creations round labels, 5000 label set",11,3,0.5,-2.43,0.88,medium,2012,5,loss,December
CA-2012-136700,2012-12-06,2012-12-11,Second Class,david bremer,corporate,california,united states,us,west,OFF-PA-10004519,office supplies,paper,spiral phone message books with labels by adams,9,2,0.0,4.3904,0.72,medium,2012,5,profit,December
CA-2012-890,2012-12-06,2012-12-08,First Class,sara luxemburg,home office,british columbia,canada,canada,canada,OFF-BIN-10004563,office supplies,art,"binney & smith pencil sharpener, easy-erase",28,1,0.0,3.06,0.71,high,2012,2,profit,December
CA-2012-168634,2012-12-06,2012-12-11,Standard Class,art ferguson,consumer,california,united states,us,west,OFF-AP-10001626,office supplies,appliances,"commercial windtunnel clean air upright vacuum, replacement belts, filtration bags",8,2,0.0,2.0228,0.67,medium,2012,5,profit,December
US-2012-127040,2012-12-06,2012-12-10,Standard Class,speros goranitis,consumer,new york,united states,us,east,OFF-PA-10004255,office supplies,paper,xerox 219,6,1,0.0,3.1104,0.63,high,2012,4,profit,December
US-2012-114741,2012-12-06,2012-12-10,Standard Class,ivan liston,consumer,nevada,united states,us,west,OFF-PA-10000048,office supplies,paper,xerox 20,6,1,0.0,3.1104,0.61,high,2012,4,profit,December
US-2012-149692,2012-12-06,2012-12-12,Standard Class,katrina willman,consumer,texas,united states,us,central,OFF-BI-10002813,office supplies,binders,avery reinforcements for hole-punch pages,3,7,0.8,-4.851,0.31,medium,2012,6,loss,December
ES-2012-3954494,2012-12-07,2012-12-07,Same Day,greg guthrie,corporate,pays de la loire,france,eu,central,TEC-CO-10000556,technology,copiers,"hp wireless fax, laser","1,225",4,0.15,-129.726,326.27,high,2012,0,loss,December
ID-2012-61449,2012-12-07,2012-12-09,First Class,cassandra brandow,consumer,jakarta,indonesia,apac,southeast asia,OFF-ST-10004315,office supplies,storage,"rogers lockers, blue","1,054",6,0.17,-152.4924,221.64,high,2012,2,loss,December
EG-2012-9990,2012-12-07,2012-12-09,First Class,rob haberlin,consumer,al iskandariyah,egypt,africa,africa,OFF-ELD-10000845,office supplies,storage,"eldon lockers, wire frame","1,182",6,0.0,236.34,194.42,high,2012,2,profit,December
CA-2012-165050,2012-12-07,2012-12-09,First Class,alan hwang,consumer,new york,united states,us,east,TEC-PH-10001336,technology,phones,digium d40 voip phone,774,6,0.0,224.4426,121.91,medium,2012,2,profit,December
IN-2012-39336,2012-12-07,2012-12-10,Second Class,anthony garverick,home office,jawa timur,indonesia,apac,southeast asia,OFF-AP-10002090,office supplies,appliances,"hamilton beach refrigerator, red",830,2,0.17,190.0158,79.41,high,2012,3,profit,December
IN-2012-44194,2012-12-07,2012-12-09,First Class,juliana krohn,consumer,guangdong,china,apac,north asia,FUR-CH-10002213,furniture,chairs,"hon executive leather armchair, black",457,1,0.0,45.69,71.23,medium,2012,2,profit,December
IN-2012-44194,2012-12-07,2012-12-09,First Class,juliana krohn,consumer,guangdong,china,apac,north asia,TEC-PH-10003954,technology,phones,"cisco signal booster, cordless",464,3,0.0,83.52,54.17,medium,2012,2,profit,December
ES-2012-2926191,2012-12-07,2012-12-11,Second Class,julia barnett,home office,lorraine,france,eu,central,OFF-AR-10002902,office supplies,art,"sanford canvas, water color",322,6,0.0,0.0,51.97,medium,2012,4,loss,December
IN-2012-44194,2012-12-07,2012-12-09,First Class,juliana krohn,consumer,guangdong,china,apac,north asia,TEC-CO-10001472,technology,copiers,"sharp copy machine, laser",478,2,0.0,234.24,40.13,medium,2012,2,profit,December
IN-2012-85935,2012-12-07,2012-12-11,Standard Class,heather kirkland,corporate,bay of plenty,new zealand,apac,oceania,FUR-CH-10000042,furniture,chairs,"harbour creations swivel stool, black",355,2,0.0,170.58,39.01,high,2012,4,profit,December
ES-2012-3954494,2012-12-07,2012-12-07,Same Day,greg guthrie,corporate,pays de la loire,france,eu,central,OFF-AR-10000319,office supplies,art,"binney & smith canvas, fluorescent",158,3,0.0,29.97,35.11,high,2012,0,profit,December
IN-2012-44194,2012-12-07,2012-12-09,First Class,juliana krohn,consumer,guangdong,china,apac,north asia,FUR-CH-10004339,furniture,chairs,"safco steel folding chair, red",171,2,0.0,34.26,33.05,medium,2012,2,profit,December
IN-2012-44194,2012-12-07,2012-12-09,First Class,juliana krohn,consumer,guangdong,china,apac,north asia,OFF-EN-10003537,office supplies,envelopes,"globeweis manila envelope, set of 50",137,5,0.0,40.95,30.97,medium,2012,2,profit,December
CA-2012-134894,2012-12-07,2012-12-11,Standard Class,darren koutras,consumer,kentucky,united states,us,south,OFF-AP-10001271,office supplies,appliances,eureka the boss cordless rechargeable stick vac,153,3,0.0,41.2938,29.79,high,2012,4,profit,December
EG-2012-9990,2012-12-07,2012-12-09,First Class,rob haberlin,consumer,al iskandariyah,egypt,africa,africa,OFF-ROG-10003733,office supplies,storage,"rogers folders, wire frame",119,4,0.0,13.08,27.76,high,2012,2,profit,December
CA-2012-134894,2012-12-07,2012-12-11,Standard Class,darren koutras,consumer,kentucky,united states,us,south,FUR-CH-10002647,furniture,chairs,"situations contoured folding chairs, 4/set",284,4,0.0,70.98,18.32,high,2012,4,profit,December
IN-2012-44194,2012-12-07,2012-12-09,First Class,juliana krohn,consumer,guangdong,china,apac,north asia,TEC-MA-10002871,technology,machines,"panasonic receipt printer, red",236,2,0.0,73.14,14.02,medium,2012,2,profit,December
MX-2012-105417,2012-12-07,2012-12-11,Standard Class,christine kargatis,home office,san salvador,el salvador,latam,central,OFF-EN-10003728,office supplies,envelopes,"cameo mailers, with clear poly window",111,4,0.0,18.88,12.3,medium,2012,4,profit,December
IN-2012-85935,2012-12-07,2012-12-11,Standard Class,heather kirkland,corporate,bay of plenty,new zealand,apac,oceania,OFF-AR-10001074,office supplies,art,"sanford highlighters, blue",126,8,0.0,37.68,12.28,high,2012,4,profit,December
IN-2012-40813,2012-12-07,2012-12-11,Second Class,carol adams,corporate,guangdong,china,apac,north asia,TEC-PH-10004085,technology,phones,"apple audio dock, with caller id",167,1,0.0,38.37,11.84,medium,2012,4,profit,December
MX-2012-105417,2012-12-07,2012-12-11,Standard Class,christine kargatis,home office,san salvador,el salvador,latam,central,TEC-AC-10000575,technology,accessories,"logitech keyboard, programmable",148,3,0.0,66.54,11.11,medium,2012,4,profit,December
IN-2012-44194,2012-12-07,2012-12-09,First Class,juliana krohn,consumer,guangdong,china,apac,north asia,FUR-CH-10003354,furniture,chairs,"novimex bag chairs, black",131,3,0.0,1.26,10.45,medium,2012,2,profit,December
MX-2012-105417,2012-12-07,2012-12-11,Standard Class,christine kargatis,home office,san salvador,el salvador,latam,central,OFF-EN-10003607,office supplies,envelopes,"cameo business envelopes, recycled",103,8,0.0,10.24,9.0,medium,2012,4,profit,December
IN-2012-44194,2012-12-07,2012-12-09,First Class,juliana krohn,consumer,guangdong,china,apac,north asia,OFF-SU-10003527,office supplies,supplies,"elite ruler, easy grip",46,3,0.0,11.07,8.35,medium,2012,2,profit,December
ES-2012-3954494,2012-12-07,2012-12-07,Same Day,greg guthrie,corporate,pays de la loire,france,eu,central,OFF-AR-10004492,office supplies,art,"bic canvas, blue",376,7,0.0,30.03,8.14,high,2012,0,profit,December
IN-2012-44194,2012-12-07,2012-12-09,First Class,juliana krohn,consumer,guangdong,china,apac,north asia,OFF-BI-10002919,office supplies,binders,"acco binder covers, durable",44,3,0.0,10.62,8.03,medium,2012,2,profit,December
IN-2012-44194,2012-12-07,2012-12-09,First Class,juliana krohn,consumer,guangdong,china,apac,north asia,OFF-ST-10000351,office supplies,storage,"smead shelving, wire frame",96,2,0.0,0.96,7.38,medium,2012,2,profit,December
CA-2012-135272,2012-12-07,2012-12-12,Standard Class,melanie seite,consumer,california,united states,us,west,FUR-FU-10002759,furniture,furnishings,12-1/2 diameter round wall clock,80,4,0.0,28.7712,6.31,medium,2012,5,profit,December
MX-2012-105417,2012-12-07,2012-12-11,Standard Class,christine kargatis,home office,san salvador,el salvador,latam,central,TEC-MA-10004615,technology,machines,"okidata calculator, durable",105,3,0.0,0.0,6.14,medium,2012,4,loss,December
IN-2012-39336,2012-12-07,2012-12-10,Second Class,anthony garverick,home office,jawa timur,indonesia,apac,southeast asia,OFF-AR-10000091,office supplies,art,"bic markers, fluorescent",61,3,0.27,-7.4889,4.9,high,2012,3,loss,December
IN-2012-44194,2012-12-07,2012-12-09,First Class,juliana krohn,consumer,guangdong,china,apac,north asia,OFF-FA-10004606,office supplies,fasteners,"stockwell staples, 12 pack",31,3,0.0,1.53,3.3,medium,2012,2,profit,December
IN-2012-33918,2012-12-07,2012-12-11,Standard Class,shirley daniels,home office,hubei,china,apac,north asia,OFF-ST-10000892,office supplies,storage,"tenex trays, wire frame",27,1,0.5,-2.67,2.8,high,2012,4,loss,December
MX-2012-105417,2012-12-07,2012-12-11,Standard Class,christine kargatis,home office,san salvador,el salvador,latam,central,TEC-AC-10002170,technology,accessories,"logitech flash drive, programmable",43,2,0.0,3.84,2.76,medium,2012,4,profit,December
IN-2012-40813,2012-12-07,2012-12-11,Second Class,carol adams,corporate,guangdong,china,apac,north asia,OFF-ST-10004325,office supplies,storage,"eldon box, single width",31,3,0.0,12.33,2.65,medium,2012,4,profit,December
CA-2012-165050,2012-12-07,2012-12-09,First Class,alan hwang,consumer,new york,united states,us,east,OFF-BI-10001031,office supplies,binders,pressboard data binders by wilson jones,21,5,0.2,7.209,2.13,medium,2012,2,profit,December
MX-2012-105417,2012-12-07,2012-12-11,Standard Class,christine kargatis,home office,san salvador,el salvador,latam,central,OFF-LA-10002334,office supplies,labels,"smead shipping labels, alphabetical",15,2,0.0,5.92,1.47,medium,2012,4,profit,December
EG-2012-9990,2012-12-07,2012-12-09,First Class,rob haberlin,consumer,al iskandariyah,egypt,africa,africa,OFF-HAR-10004099,office supplies,labels,"harbour creations removable labels, 5000 label set",10,1,0.0,3.72,1.39,high,2012,2,profit,December
CA-2012-130736,2012-12-07,2012-12-09,First Class,jeremy farry,consumer,washington,united states,us,west,OFF-FA-10003467,office supplies,fasteners,"alliance big bands rubber bands, 12/pack",4,2,0.0,0.0,1.24,critical,2012,2,loss,December
TU-2012-8560,2012-12-07,2012-12-11,Standard Class,benjamin patterson,consumer,erzurum,turkey,emea,emea,OFF-GRE-10004604,office supplies,paper,"green bar cards & envelopes, 8.5 x 11",21,1,0.6,-22.068,0.97,high,2012,4,loss,December
CA-2012-130736,2012-12-07,2012-12-09,First Class,jeremy farry,consumer,washington,united states,us,west,OFF-LA-10000634,office supplies,labels,avery 509,3,1,0.0,1.2006,0.94,critical,2012,2,profit,December
CA-2012-165050,2012-12-07,2012-12-09,First Class,alan hwang,consumer,new york,united states,us,east,OFF-BI-10003727,office supplies,binders,avery durable slant ring binders with label holder,7,2,0.2,2.3408,0.53,medium,2012,2,profit,December
US-2012-120957,2012-12-07,2012-12-07,Same Day,kristen hastings,corporate,california,united states,us,west,OFF-PA-10003953,office supplies,paper,xerox 218,13,2,0.0,6.2208,0.2,medium,2012,0,profit,December
IN-2012-40813,2012-12-07,2012-12-11,Second Class,carol adams,corporate,guangdong,china,apac,north asia,OFF-FA-10003530,office supplies,fasteners,"oic clamps, bulk pack",59,3,0.0,14.76,0.06,medium,2012,4,profit,December
CA-2012-135622,2012-12-08,2012-12-11,Second Class,tonja turnell,home office,texas,united states,us,central,TEC-PH-10001817,technology,phones,wilson electronics db pro signal booster,"1,718",6,0.2,150.36,161.69,medium,2012,3,profit,December
SA-2012-4180,2012-12-08,2012-12-08,Same Day,seth vernon,consumer,ar riyad,saudi arabia,emea,emea,FUR-DAN-10000597,furniture,bookcases,"dania floating shelf set, traditional",339,2,0.0,30.48,83.02,high,2012,0,profit,December
CA-2012-135622,2012-12-08,2012-12-11,Second Class,tonja turnell,home office,texas,united states,us,central,OFF-PA-10000100,office supplies,paper,xerox 1945,361,11,0.2,130.7581,48.4,medium,2012,3,profit,December
